algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
MT-KaHyPar-D,sat14_6s130-opt.cnf.hgr,no,1,32,0.03,8,0.0298411,1.57839,km1,17445,17299,no
MT-KaHyPar-D,sat14_6s130-opt.cnf.hgr,no,2,32,0.03,8,0.0298411,1.67055,km1,17474,17334,no
MT-KaHyPar-D,sat14_6s130-opt.cnf.hgr,no,1,8,0.03,8,0.02976,0.767405,km1,6490,6470,no
MT-KaHyPar-D,sat14_6s130-opt.cnf.hgr,no,2,8,0.03,8,0.0227052,0.677443,km1,6573,6534,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,1,2,0.03,8,0.0287929,0.252187,km1,164,164,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,2,2,0.03,8,0.0229316,0.256686,km1,172,172,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,1,32,0.03,8,0.0298842,1.1475,km1,14004,13749,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,2,32,0.03,8,0.0298842,1.24886,km1,13581,13455,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,1,8,0.03,8,0.0299832,0.52603,km1,3379,3369,no
MT-KaHyPar-D,sat14_6s153.cnf.primal.hgr,no,2,8,0.03,8,0.0299832,0.450975,km1,2974,2964,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,1,2,0.03,8,0.0254393,0.193057,km1,2529,2529,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,2,2,0.03,8,0.0,0.183586,km1,2406,2406,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,1,32,0.03,8,0.0298368,1.25588,km1,13927,13765,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,2,32,0.03,8,0.0298368,1.21961,km1,13668,13513,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,1,8,0.03,8,0.0129371,0.572639,km1,7094,7048,no
MT-KaHyPar-D,sat14_6s9.cnf.hgr,no,2,8,0.03,8,0.0298368,0.579772,km1,6969,6944,no
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,1,2,0.03,8,0.0226412,0.243394,km1,1432,1432,no
